"","year","month","day","dep_time","sched_dep_time","dep_delay","wd","delay_cat"
"894",2013,1,3,2001,2000,1,"周四","延误0-1小时内"
"895",2013,1,3,2001,1835,86,"周四","延误1-2小时内"
"896",2013,1,3,2008,1912,56,"周四","延误0-1小时内"
"897",2013,1,3,2008,1540,268,"周四","延误4-5小时内"
"898",2013,1,3,2015,1915,60,"周四","延误0-1小时内"
"899",2013,1,3,2015,2015,0,"周四","提前起飞"
"900",2013,1,3,2019,2000,19,"周四","延误0-1小时内"
"901",2013,1,3,2023,2030,-7,"周四","提前起飞"
"902",2013,1,3,2025,2029,-4,"周四","提前起飞"
"903",2013,1,3,2030,2029,1,"周四","延误0-1小时内"
"904",2013,1,3,2036,2030,6,"周四","延误0-1小时内"
"905",2013,1,3,2038,2015,23,"周四","延误0-1小时内"
"906",2013,1,3,2046,2050,-4,"周四","提前起飞"
"907",2013,1,3,2046,2040,6,"周四","延误0-1小时内"
"908",2013,1,3,2048,1930,78,"周四","延误1-2小时内"
"909",2013,1,3,2056,1605,291,"周四","延误4-5小时内"
"910",2013,1,3,2056,2025,31,"周四","延误0-1小时内"
"911",2013,1,3,2101,2040,21,"周四","延误0-1小时内"
"912",2013,1,3,2108,2045,23,"周四","延误0-1小时内"
"913",2013,1,3,2110,2000,70,"周四","延误1-2小时内"
"914",2013,1,3,2113,2035,38,"周四","延误0-1小时内"
"915",2013,1,3,2114,1836,158,"周四","延误2-3小时内"
"916",2013,1,3,2114,2100,14,"周四","延误0-1小时内"
"917",2013,1,3,2119,2125,-6,"周四","提前起飞"
"918",2013,1,3,2129,2130,-1,"周四","提前起飞"
"919",2013,1,3,2137,2135,2,"周四","延误0-1小时内"
"920",2013,1,3,2140,2140,0,"周四","提前起飞"
"921",2013,1,3,2151,2135,16,"周四","延误0-1小时内"
"922",2013,1,3,2152,2120,32,"周四","延误0-1小时内"
"923",2013,1,3,2154,2155,-1,"周四","提前起飞"
"924",2013,1,3,2155,2159,-4,"周四","提前起飞"
"925",2013,1,3,2211,2045,86,"周四","延误1-2小时内"
"926",2013,1,3,2220,2145,35,"周四","延误0-1小时内"
"927",2013,1,3,2222,2229,-7,"周四","提前起飞"
"928",2013,1,3,2245,2245,0,"周四","提前起飞"
"929",2013,1,3,2245,2155,50,"周四","延误0-1小时内"
"930",2013,1,3,2257,2000,177,"周四","延误2-3小时内"
"931",2013,1,3,2257,2245,12,"周四","延误0-1小时内"
"932",2013,1,3,2258,2250,8,"周四","延误0-1小时内"
"933",2013,1,3,2308,2245,23,"周四","延误0-1小时内"
"934",2013,1,3,2317,2255,22,"周四","延误0-1小时内"
"935",2013,1,3,2322,2258,24,"周四","延误0-1小时内"
"936",2013,1,3,2349,2359,-10,"周四","提前起飞"
"937",2013,1,4,25,2359,26,"周五","延误0-1小时内"
"938",2013,1,4,106,2245,141,"周五","延误2-3小时内"
"939",2013,1,4,546,540,6,"周五","延误0-1小时内"
"940",2013,1,4,553,600,-7,"周五","提前起飞"
"941",2013,1,4,554,600,-6,"周五","提前起飞"
"942",2013,1,4,556,600,-4,"周五","提前起飞"
"943",2013,1,4,556,600,-4,"周五","提前起飞"
"944",2013,1,4,557,600,-3,"周五","提前起飞"
"945",2013,1,4,559,600,-1,"周五","提前起飞"
"946",2013,1,4,604,610,-6,"周五","提前起飞"
"947",2013,1,4,606,559,7,"周五","延误0-1小时内"
"948",2013,1,4,608,545,23,"周五","延误0-1小时内"
"949",2013,1,4,610,615,-5,"周五","提前起飞"
"950",2013,1,4,611,615,-4,"周五","提前起飞"
"951",2013,1,4,615,615,0,"周五","提前起飞"
"952",2013,1,4,628,630,-2,"周五","提前起飞"
"953",2013,1,4,628,630,-2,"周五","提前起飞"
"954",2013,1,4,641,640,1,"周五","延误0-1小时内"
"955",2013,1,4,643,647,-4,"周五","提前起飞"
"956",2013,1,4,650,655,-5,"周五","提前起飞"
"957",2013,1,4,653,655,-2,"周五","提前起飞"
"958",2013,1,4,655,659,-4,"周五","提前起飞"
"959",2013,1,4,655,655,0,"周五","提前起飞"
"960",2013,1,4,700,700,0,"周五","提前起飞"
"961",2013,1,4,708,715,-7,"周五","提前起飞"
"962",2013,1,4,712,715,-3,"周五","提前起飞"
"963",2013,1,4,712,715,-3,"周五","提前起飞"
"964",2013,1,4,715,700,15,"周五","延误0-1小时内"
"965",2013,1,4,716,700,16,"周五","延误0-1小时内"
"966",2013,1,4,719,700,19,"周五","延误0-1小时内"
"967",2013,1,4,721,700,21,"周五","延误0-1小时内"
"968",2013,1,4,721,721,0,"周五","提前起飞"
"969",2013,1,4,721,715,6,"周五","延误0-1小时内"
"970",2013,1,4,727,730,-3,"周五","提前起飞"
"971",2013,1,4,728,730,-2,"周五","提前起飞"
"972",2013,1,4,732,736,-4,"周五","提前起飞"
"973",2013,1,4,733,735,-2,"周五","提前起飞"
"974",2013,1,4,735,737,-2,"周五","提前起飞"
"975",2013,1,4,737,740,-3,"周五","提前起飞"
"976",2013,1,4,744,749,-5,"周五","提前起飞"
"977",2013,1,4,746,745,1,"周五","延误0-1小时内"
"978",2013,1,4,747,750,-3,"周五","提前起飞"
"979",2013,1,4,756,800,-4,"周五","提前起飞"
"980",2013,1,4,758,800,-2,"周五","提前起飞"
"981",2013,1,4,759,759,0,"周五","提前起飞"
"982",2013,1,4,805,805,0,"周五","提前起飞"
"983",2013,1,4,805,810,-5,"周五","提前起飞"
"984",2013,1,4,807,800,7,"周五","延误0-1小时内"
"985",2013,1,4,807,815,-8,"周五","提前起飞"
"986",2013,1,4,808,810,-2,"周五","提前起飞"
"987",2013,1,4,808,815,-7,"周五","提前起飞"
"988",2013,1,4,811,815,-4,"周五","提前起飞"
"989",2013,1,4,811,810,1,"周五","延误0-1小时内"
"990",2013,1,4,813,810,3,"周五","延误0-1小时内"
"991",2013,1,4,813,805,8,"周五","延误0-1小时内"
"992",2013,1,4,814,820,-6,"周五","提前起飞"
"993",2013,1,4,819,820,-1,"周五","提前起飞"
"994",2013,1,4,819,820,-1,"周五","提前起飞"
"995",2013,1,4,820,825,-5,"周五","提前起飞"
"996",2013,1,4,824,825,-1,"周五","提前起飞"
"997",2013,1,4,825,820,5,"周五","延误0-1小时内"
"998",2013,1,4,826,830,-4,"周五","提前起飞"
"999",2013,1,4,830,835,-5,"周五","提前起飞"
"1000",2013,1,4,830,810,20,"周五","延误0-1小时内"
"1001",2013,1,4,831,810,21,"周五","延误0-1小时内"
"1002",2013,1,4,832,827,5,"周五","延误0-1小时内"
"1003",2013,1,4,834,829,5,"周五","延误0-1小时内"
"1004",2013,1,4,837,840,-3,"周五","提前起飞"
"1005",2013,1,4,842,845,-3,"周五","提前起飞"
"1006",2013,1,4,844,830,14,"周五","延误0-1小时内"
"1007",2013,1,4,856,900,-4,"周五","提前起飞"
"1008",2013,1,4,858,900,-2,"周五","提前起飞"
"1009",2013,1,4,858,900,-2,"周五","提前起飞"
"1010",2013,1,4,858,900,-2,"周五","提前起飞"
"1011",2013,1,4,900,900,0,"周五","提前起飞"
"1012",2013,1,4,902,905,-3,"周五","提前起飞"
"1013",2013,1,4,908,845,23,"周五","延误0-1小时内"
"1014",2013,1,4,909,904,5,"周五","延误0-1小时内"
"1015",2013,1,4,914,915,-1,"周五","提前起飞"
"1016",2013,1,4,918,910,8,"周五","延误0-1小时内"
"1017",2013,1,4,924,905,19,"周五","延误0-1小时内"
"1018",2013,1,4,925,930,-5,"周五","提前起飞"
"1019",2013,1,4,925,930,-5,"周五","提前起飞"
"1020",2013,1,4,928,919,9,"周五","延误0-1小时内"
"1021",2013,1,4,935,937,-2,"周五","提前起飞"
"1022",2013,1,4,937,922,15,"周五","延误0-1小时内"
"1023",2013,1,4,945,955,-10,"周五","提前起飞"
"1024",2013,1,4,951,959,-8,"周五","提前起飞"
"1025",2013,1,4,953,1000,-7,"周五","提前起飞"
"1026",2013,1,4,954,920,34,"周五","延误0-1小时内"
"1027",2013,1,4,957,959,-2,"周五","提前起飞"
"1028",2013,1,4,958,1005,-7,"周五","提前起飞"
"1029",2013,1,4,1001,945,16,"周五","延误0-1小时内"
"1030",2013,1,4,1013,1015,-2,"周五","提前起飞"
"1031",2013,1,4,1018,953,25,"周五","延误0-1小时内"
"1032",2013,1,4,1026,1030,-4,"周五","提前起飞"
"1033",2013,1,4,1028,1030,-2,"周五","提前起飞"
"1034",2013,1,4,1031,1030,1,"周五","延误0-1小时内"
"1035",2013,1,4,1043,1040,3,"周五","延误0-1小时内"
"1036",2013,1,4,1053,1100,-7,"周五","提前起飞"
"1037",2013,1,4,1055,1100,-5,"周五","提前起飞"
"1038",2013,1,4,1055,1100,-5,"周五","提前起飞"
"1039",2013,1,4,1057,1100,-3,"周五","提前起飞"
"1040",2013,1,4,1112,855,137,"周五","延误2-3小时内"
"1041",2013,1,4,1112,1115,-3,"周五","提前起飞"
"1042",2013,1,4,1118,1130,-12,"周五","提前起飞"
"1043",2013,1,4,1122,1125,-3,"周五","提前起飞"
"1044",2013,1,4,1124,1130,-6,"周五","提前起飞"
"1045",2013,1,4,1130,1123,7,"周五","延误0-1小时内"
"1046",2013,1,4,1130,1130,0,"周五","提前起飞"
"1047",2013,1,4,1149,1200,-11,"周五","提前起飞"
"1048",2013,1,4,1154,1200,-6,"周五","提前起飞"
"1049",2013,1,4,1155,1200,-5,"周五","提前起飞"
"1050",2013,1,4,1157,1200,-3,"周五","提前起飞"
"1051",2013,1,4,1202,1158,4,"周五","延误0-1小时内"
"1052",2013,1,4,1205,1200,5,"周五","延误0-1小时内"
"1053",2013,1,4,1215,1129,46,"周五","延误0-1小时内"
"1054",2013,1,4,1220,1220,0,"周五","提前起飞"
"1055",2013,1,4,1224,1229,-5,"周五","提前起飞"
"1056",2013,1,4,1231,1235,-4,"周五","提前起飞"
"1057",2013,1,4,1238,1245,-7,"周五","提前起飞"
"1058",2013,1,4,1249,1235,14,"周五","延误0-1小时内"
"1059",2013,1,4,1253,1255,-2,"周五","提前起飞"
"1060",2013,1,4,1257,1259,-2,"周五","提前起飞"
"1061",2013,1,4,1301,1258,3,"周五","延误0-1小时内"
"1062",2013,1,4,1317,1155,82,"周五","延误1-2小时内"
"1063",2013,1,4,1318,1259,19,"周五","延误0-1小时内"
"1064",2013,1,4,1323,1225,58,"周五","延误0-1小时内"
"1065",2013,1,4,1325,1330,-5,"周五","提前起飞"
"1066",2013,1,4,1328,1330,-2,"周五","提前起飞"
"1067",2013,1,4,1328,1330,-2,"周五","提前起飞"
"1068",2013,1,4,1340,1345,-5,"周五","提前起飞"
"1069",2013,1,4,1349,1300,49,"周五","延误0-1小时内"
"1070",2013,1,4,1352,1240,72,"周五","延误1-2小时内"
"1071",2013,1,4,1357,1335,22,"周五","延误0-1小时内"
"1072",2013,1,4,1406,1356,10,"周五","延误0-1小时内"
"1073",2013,1,4,1407,1324,43,"周五","延误0-1小时内"
"1074",2013,1,4,1414,1355,19,"周五","延误0-1小时内"
"1075",2013,1,4,1423,1430,-7,"周五","提前起飞"
"1076",2013,1,4,1429,1355,34,"周五","延误0-1小时内"
"1077",2013,1,4,1436,1430,6,"周五","延误0-1小时内"
"1078",2013,1,4,1444,1445,-1,"周五","提前起飞"
"1079",2013,1,4,1446,1456,-10,"周五","提前起飞"
"1080",2013,1,4,1447,1450,-3,"周五","提前起飞"
"1081",2013,1,4,1447,1437,10,"周五","延误0-1小时内"
"1082",2013,1,4,1449,1450,-1,"周五","提前起飞"
"1083",2013,1,4,1450,1450,0,"周五","提前起飞"
"1084",2013,1,4,1451,1457,-6,"周五","提前起飞"
"1085",2013,1,4,1451,1459,-8,"周五","提前起飞"
"1086",2013,1,4,1455,1422,33,"周五","延误0-1小时内"
"1087",2013,1,4,1456,1457,-1,"周五","提前起飞"
"1088",2013,1,4,1457,1505,-8,"周五","提前起飞"
"1089",2013,1,4,1457,1500,-3,"周五","提前起飞"
"1090",2013,1,4,1500,1455,5,"周五","延误0-1小时内"
"1091",2013,1,4,1502,1459,3,"周五","延误0-1小时内"
"1092",2013,1,4,1504,1455,9,"周五","延误0-1小时内"
"1093",2013,1,4,1504,1510,-6,"周五","提前起飞"
"1094",2013,1,4,1507,1455,12,"周五","延误0-1小时内"
"1095",2013,1,4,1508,1515,-7,"周五","提前起飞"
"1096",2013,1,4,1520,1520,0,"周五","提前起飞"
"1097",2013,1,4,1524,1530,-6,"周五","提前起飞"
"1098",2013,1,4,1525,1525,0,"周五","提前起飞"
"1099",2013,1,4,1529,1530,-1,"周五","提前起飞"
"1100",2013,1,4,1539,1533,6,"周五","延误0-1小时内"
"1101",2013,1,4,1540,1545,-5,"周五","提前起飞"
"1102",2013,1,4,1540,1518,22,"周五","延误0-1小时内"
"1103",2013,1,4,1541,1540,1,"周五","延误0-1小时内"
"1104",2013,1,4,1546,1540,6,"周五","延误0-1小时内"
"1105",2013,1,4,1546,1548,-2,"周五","提前起飞"
"1106",2013,1,4,1547,1548,-1,"周五","提前起飞"
"1107",2013,1,4,1547,1540,7,"周五","延误0-1小时内"
"1108",2013,1,4,1552,1600,-8,"周五","提前起飞"
"1109",2013,1,4,1553,1550,3,"周五","延误0-1小时内"
"1110",2013,1,4,1554,1540,14,"周五","延误0-1小时内"
"1111",2013,1,4,1554,1555,-1,"周五","提前起飞"
"1112",2013,1,4,1555,1550,5,"周五","延误0-1小时内"
"1113",2013,1,4,1555,1600,-5,"周五","提前起飞"
"1114",2013,1,4,1600,1555,5,"周五","延误0-1小时内"
"1115",2013,1,4,1600,1605,-5,"周五","提前起飞"
"1116",2013,1,4,1601,1605,-4,"周五","提前起飞"
"1117",2013,1,4,1602,1359,123,"周五","延误2-3小时内"
"1118",2013,1,4,1602,1600,2,"周五","延误0-1小时内"
"1119",2013,1,4,1609,1610,-1,"周五","提前起飞"
"1120",2013,1,4,1616,1610,6,"周五","延误0-1小时内"
"1121",2013,1,4,1620,1550,30,"周五","延误0-1小时内"
"1122",2013,1,4,1621,1550,31,"周五","延误0-1小时内"
"1123",2013,1,4,1621,1620,1,"周五","延误0-1小时内"
"1124",2013,1,4,1622,1530,52,"周五","延误0-1小时内"
"1125",2013,1,4,1628,1600,28,"周五","延误0-1小时内"
"1126",2013,1,4,1628,1630,-2,"周五","提前起飞"
"1127",2013,1,4,1630,1600,30,"周五","延误0-1小时内"
"1128",2013,1,4,1637,1630,7,"周五","延误0-1小时内"
"1129",2013,1,4,1643,1605,38,"周五","延误0-1小时内"
"1130",2013,1,4,1643,1615,28,"周五","延误0-1小时内"
"1131",2013,1,4,1644,1645,-1,"周五","提前起飞"
"1132",2013,1,4,1646,1650,-4,"周五","提前起飞"
"1133",2013,1,4,1647,1650,-3,"周五","提前起飞"
"1134",2013,1,4,1649,1610,39,"周五","延误0-1小时内"
"1135",2013,1,4,1650,1609,41,"周五","延误0-1小时内"
"1136",2013,1,4,1651,1457,114,"周五","延误1-2小时内"
"1137",2013,1,4,1652,1655,-3,"周五","提前起飞"
"1138",2013,1,4,1654,1700,-6,"周五","提前起飞"
"1139",2013,1,4,1654,1700,-6,"周五","提前起飞"
"1140",2013,1,4,1655,1659,-4,"周五","提前起飞"
"1141",2013,1,4,1655,1700,-5,"周五","提前起飞"
"1142",2013,1,4,1655,1700,-5,"周五","提前起飞"
"1143",2013,1,4,1657,1700,-3,"周五","提前起飞"
"1144",2013,1,4,1658,1705,-7,"周五","提前起飞"
"1145",2013,1,4,1703,1545,78,"周五","延误1-2小时内"
"1146",2013,1,4,1706,1710,-4,"周五","提前起飞"
"1147",2013,1,4,1706,1636,30,"周五","延误0-1小时内"
"1148",2013,1,4,1707,1640,27,"周五","延误0-1小时内"
"1149",2013,1,4,1711,1715,-4,"周五","提前起飞"
"1150",2013,1,4,1714,1710,4,"周五","延误0-1小时内"
"1151",2013,1,4,1714,1655,19,"周五","延误0-1小时内"
"1152",2013,1,4,1716,1720,-4,"周五","提前起飞"
"1153",2013,1,4,1720,1700,20,"周五","延误0-1小时内"
"1154",2013,1,4,1722,1545,97,"周五","延误1-2小时内"
"1155",2013,1,4,1722,1725,-3,"周五","提前起飞"
"1156",2013,1,4,1723,1725,-2,"周五","提前起飞"
"1157",2013,1,4,1727,1734,-7,"周五","提前起飞"
"1158",2013,1,4,1733,1720,13,"周五","延误0-1小时内"
"1159",2013,1,4,1734,1729,5,"周五","延误0-1小时内"
"1160",2013,1,4,1737,1725,12,"周五","延误0-1小时内"
"1161",2013,1,4,1738,1635,63,"周五","延误1-2小时内"
"1162",2013,1,4,1745,1745,0,"周五","提前起飞"
"1163",2013,1,4,1752,1749,3,"周五","延误0-1小时内"
"1164",2013,1,4,1753,1800,-7,"周五","提前起飞"
"1165",2013,1,4,1754,1800,-6,"周五","提前起飞"
"1166",2013,1,4,1756,1753,3,"周五","延误0-1小时内"
"1167",2013,1,4,1759,1745,14,"周五","延误0-1小时内"
"1168",2013,1,4,1802,1800,2,"周五","延误0-1小时内"
"1169",2013,1,4,1807,1815,-8,"周五","提前起飞"
"1170",2013,1,4,1808,1810,-2,"周五","提前起飞"
"1171",2013,1,4,1809,1815,-6,"周五","提前起飞"
"1172",2013,1,4,1815,1815,0,"周五","提前起飞"
"1173",2013,1,4,1819,1815,4,"周五","延误0-1小时内"
"1174",2013,1,4,1826,1800,26,"周五","延误0-1小时内"
"1175",2013,1,4,1827,1835,-8,"周五","提前起飞"
"1176",2013,1,4,1830,1830,0,"周五","提前起飞"
"1177",2013,1,4,1830,1830,0,"周五","提前起飞"
"1178",2013,1,4,1832,1835,-3,"周五","提前起飞"
"1179",2013,1,4,1842,1845,-3,"周五","提前起飞"
"1180",2013,1,4,1845,1850,-5,"周五","提前起飞"
"1181",2013,1,4,1850,1855,-5,"周五","提前起飞"
"1182",2013,1,4,1852,1855,-3,"周五","提前起飞"
"1183",2013,1,4,1852,1835,17,"周五","延误0-1小时内"
"1184",2013,1,4,1855,1900,-5,"周五","提前起飞"
"1185",2013,1,4,1856,1859,-3,"周五","提前起飞"
"1186",2013,1,4,1856,1859,-3,"周五","提前起飞"
"1187",2013,1,4,1859,1900,-1,"周五","提前起飞"
"1188",2013,1,4,1907,1845,22,"周五","延误0-1小时内"
"1189",2013,1,4,1907,1850,17,"周五","延误0-1小时内"
"1190",2013,1,4,1914,1859,15,"周五","延误0-1小时内"
"1191",2013,1,4,1914,1920,-6,"周五","提前起飞"
"1192",2013,1,4,1917,1700,137,"周五","延误2-3小时内"
"1193",2013,1,4,1920,1920,0,"周五","提前起飞"
"1194",2013,1,4,1922,1915,7,"周五","延误0-1小时内"
"1195",2013,1,4,1922,1930,-8,"周五","提前起飞"
"1196",2013,1,4,1922,1925,-3,"周五","提前起飞"
"1197",2013,1,4,1927,1920,7,"周五","延误0-1小时内"
"1198",2013,1,4,1930,1810,80,"周五","延误1-2小时内"
"1199",2013,1,4,1935,1900,35,"周五","延误0-1小时内"
"1200",2013,1,4,1935,1900,35,"周五","延误0-1小时内"
"1201",2013,1,4,1936,1915,21,"周五","延误0-1小时内"
"1202",2013,1,4,1941,1940,1,"周五","延误0-1小时内"
"1203",2013,1,4,1942,1945,-3,"周五","提前起飞"
"1204",2013,1,4,1943,1855,48,"周五","延误0-1小时内"
"1205",2013,1,4,1946,1940,6,"周五","延误0-1小时内"
"1206",2013,1,4,1946,1905,41,"周五","延误0-1小时内"
"1207",2013,1,4,1947,1930,17,"周五","延误0-1小时内"
"1208",2013,1,4,1948,1940,8,"周五","延误0-1小时内"
"1209",2013,1,4,1948,1836,72,"周五","延误1-2小时内"
"1210",2013,1,4,1950,2000,-10,"周五","提前起飞"
"1211",2013,1,4,1952,1935,17,"周五","延误0-1小时内"
"1212",2013,1,4,1952,1945,7,"周五","延误0-1小时内"
"1213",2013,1,4,1952,1959,-7,"周五","提前起飞"
"1214",2013,1,4,1954,2000,-6,"周五","提前起飞"
"1215",2013,1,4,1955,2000,-5,"周五","提前起飞"
"1216",2013,1,4,2001,1845,76,"周五","延误1-2小时内"
"1217",2013,1,4,2010,1745,145,"周五","延误2-3小时内"
"1218",2013,1,4,2017,2000,17,"周五","延误0-1小时内"
"1219",2013,1,4,2019,2030,-11,"周五","提前起飞"
"1220",2013,1,4,2020,2025,-5,"周五","提前起飞"
"1221",2013,1,4,2030,2030,0,"周五","提前起飞"
"1222",2013,1,4,2036,2045,-9,"周五","提前起飞"
"1223",2013,1,4,2037,2015,22,"周五","延误0-1小时内"
"1224",2013,1,4,2039,2035,4,"周五","延误0-1小时内"
"1225",2013,1,4,2045,2029,16,"周五","延误0-1小时内"
"1226",2013,1,4,2046,2040,6,"周五","延误0-1小时内"
"1227",2013,1,4,2047,2045,2,"周五","延误0-1小时内"
"1228",2013,1,4,2048,2040,8,"周五","延误0-1小时内"
"1229",2013,1,4,2048,1912,96,"周五","延误1-2小时内"
"1230",2013,1,4,2058,1730,208,"周五","延误3-4小时内"
"1231",2013,1,4,2059,2100,-1,"周五","提前起飞"
"1232",2013,1,4,2100,1920,100,"周五","延误1-2小时内"
"1233",2013,1,4,2103,2050,13,"周五","延误0-1小时内"
"1234",2013,1,4,2113,2029,44,"周五","延误0-1小时内"
"1235",2013,1,4,2123,2125,-2,"周五","提前起飞"
"1236",2013,1,4,2124,2120,4,"周五","延误0-1小时内"
"1237",2013,1,4,2130,2135,-5,"周五","提前起飞"
"1238",2013,1,4,2138,2135,3,"周五","延误0-1小时内"
"1239",2013,1,4,2143,2140,3,"周五","延误0-1小时内"
"1240",2013,1,4,2149,2155,-6,"周五","提前起飞"
"1241",2013,1,4,2155,2155,0,"周五","提前起飞"
"1242",2013,1,4,2156,2159,-3,"周五","提前起飞"
"1243",2013,1,4,2210,2015,115,"周五","延误1-2小时内"
"1244",2013,1,4,2217,2130,47,"周五","延误0-1小时内"
"1245",2013,1,4,2228,2229,-1,"周五","提前起飞"
"1246",2013,1,4,2249,2145,64,"周五","延误1-2小时内"
"1247",2013,1,4,2250,2250,0,"周五","提前起飞"
"1248",2013,1,4,2253,2255,-2,"周五","提前起飞"
"1249",2013,1,4,2306,2245,21,"周五","延误0-1小时内"
"1250",2013,1,4,2307,2255,12,"周五","延误0-1小时内"
"1251",2013,1,4,2334,2245,49,"周五","延误0-1小时内"
"1252",2013,1,4,2358,2359,-1,"周五","提前起飞"
"1253",2013,1,4,2358,2359,-1,"周五","提前起飞"
"1254",2013,1,4,NA,845,NA,"周五","取消航班"
"1255",2013,1,5,14,2359,15,"周六","延误0-1小时内"
"1256",2013,1,5,37,2230,127,"周六","延误2-3小时内"
"1257",2013,1,5,537,540,-3,"周六","提前起飞"
"1258",2013,1,5,557,600,-3,"周六","提前起飞"
"1259",2013,1,5,557,601,-4,"周六","提前起飞"
"1260",2013,1,5,558,600,-2,"周六","提前起飞"
"1261",2013,1,5,558,600,-2,"周六","提前起飞"
"1262",2013,1,5,602,545,17,"周六","延误0-1小时内"
"1263",2013,1,5,602,600,2,"周六","延误0-1小时内"
"1264",2013,1,5,605,610,-5,"周六","提前起飞"
"1265",2013,1,5,610,615,-5,"周六","提前起飞"
"1266",2013,1,5,614,615,-1,"周六","提前起飞"
"1267",2013,1,5,616,615,1,"周六","延误0-1小时内"
"1268",2013,1,5,619,615,4,"周六","延误0-1小时内"
"1269",2013,1,5,627,630,-3,"周六","提前起飞"
"1270",2013,1,5,627,600,27,"周六","延误0-1小时内"
"1271",2013,1,5,631,630,1,"周六","延误0-1小时内"
"1272",2013,1,5,641,645,-4,"周六","提前起飞"
"1273",2013,1,5,644,647,-3,"周六","提前起飞"
"1274",2013,1,5,650,659,-9,"周六","提前起飞"
"1275",2013,1,5,653,655,-2,"周六","提前起飞"
"1276",2013,1,5,656,700,-4,"周六","提前起飞"
"1277",2013,1,5,700,700,0,"周六","提前起飞"
"1278",2013,1,5,705,655,10,"周六","延误0-1小时内"
"1279",2013,1,5,710,715,-5,"周六","提前起飞"
"1280",2013,1,5,716,715,1,"周六","延误0-1小时内"
"1281",2013,1,5,716,715,1,"周六","延误0-1小时内"
"1282",2013,1,5,725,730,-5,"周六","提前起飞"
"1283",2013,1,5,728,730,-2,"周六","提前起飞"
"1284",2013,1,5,731,735,-4,"周六","提前起飞"
"1285",2013,1,5,732,721,11,"周六","延误0-1小时内"
"1286",2013,1,5,734,740,-6,"周六","提前起飞"
"1287",2013,1,5,737,737,0,"周六","提前起飞"
"1288",2013,1,5,741,700,41,"周六","延误0-1小时内"
"1289",2013,1,5,743,736,7,"周六","延误0-1小时内"
"1290",2013,1,5,744,745,-1,"周六","提前起飞"
"1291",2013,1,5,750,749,1,"周六","延误0-1小时内"
"1292",2013,1,5,753,750,3,"周六","延误0-1小时内"
"1293",2013,1,5,754,800,-6,"周六","提前起飞"
"1294",2013,1,5,755,800,-5,"周六","提前起飞"
"1295",2013,1,5,801,805,-4,"周六","提前起飞"
"1296",2013,1,5,801,805,-4,"周六","提前起飞"
"1297",2013,1,5,803,810,-7,"周六","提前起飞"
"1298",2013,1,5,804,810,-6,"周六","提前起飞"
"1299",2013,1,5,805,810,-5,"周六","提前起飞"
"1300",2013,1,5,805,810,-5,"周六","提前起飞"
"1301",2013,1,5,806,805,1,"周六","延误0-1小时内"
"1302",2013,1,5,807,810,-3,"周六","提前起飞"
"1303",2013,1,5,809,815,-6,"周六","提前起飞"
"1304",2013,1,5,811,815,-4,"周六","提前起飞"
"1305",2013,1,5,813,820,-7,"周六","提前起飞"
"1306",2013,1,5,819,827,-8,"周六","提前起飞"
"1307",2013,1,5,824,830,-6,"周六","提前起飞"
"1308",2013,1,5,824,825,-1,"周六","提前起飞"
"1309",2013,1,5,825,825,0,"周六","提前起飞"
"1310",2013,1,5,826,830,-4,"周六","提前起飞"
"1311",2013,1,5,830,830,0,"周六","提前起飞"
"1312",2013,1,5,836,830,6,"周六","延误0-1小时内"
"1313",2013,1,5,839,845,-6,"周六","提前起飞"
"1314",2013,1,5,839,820,19,"周六","延误0-1小时内"
"1315",2013,1,5,839,845,-6,"周六","提前起飞"
"1316",2013,1,5,851,900,-9,"周六","提前起飞"
"1317",2013,1,5,855,855,0,"周六","提前起飞"
"1318",2013,1,5,857,900,-3,"周六","提前起飞"
"1319",2013,1,5,857,900,-3,"周六","提前起飞"
"1320",2013,1,5,858,900,-2,"周六","提前起飞"
"1321",2013,1,5,858,900,-2,"周六","提前起飞"
"1322",2013,1,5,859,905,-6,"周六","提前起飞"
"1323",2013,1,5,907,910,-3,"周六","提前起飞"
"1324",2013,1,5,909,915,-6,"周六","提前起飞"
"1325",2013,1,5,913,920,-7,"周六","提前起飞"
"1326",2013,1,5,914,920,-6,"周六","提前起飞"
"1327",2013,1,5,916,919,-3,"周六","提前起飞"
"1328",2013,1,5,921,930,-9,"周六","提前起飞"
"1329",2013,1,5,924,930,-6,"周六","提前起飞"
"1330",2013,1,5,925,922,3,"周六","延误0-1小时内"
"1331",2013,1,5,943,945,-2,"周六","提前起飞"
"1332",2013,1,5,944,937,7,"周六","延误0-1小时内"
"1333",2013,1,5,950,904,46,"周六","延误0-1小时内"
"1334",2013,1,5,959,1006,-7,"周六","提前起飞"
"1335",2013,1,5,1000,959,1,"周六","延误0-1小时内"
"1336",2013,1,5,1008,1015,-7,"周六","提前起飞"
"1337",2013,1,5,1013,845,88,"周六","延误1-2小时内"
"1338",2013,1,5,1020,1025,-5,"周六","提前起飞"
"1339",2013,1,5,1023,955,28,"周六","延误0-1小时内"
"1340",2013,1,5,1026,1030,-4,"周六","提前起飞"
"1341",2013,1,5,1027,953,34,"周六","延误0-1小时内"
"1342",2013,1,5,1031,1030,1,"周六","延误0-1小时内"
"1343",2013,1,5,1039,1040,-1,"周六","提前起飞"
"1344",2013,1,5,1057,1100,-3,"周六","提前起飞"
"1345",2013,1,5,1057,1100,-3,"周六","提前起飞"
"1346",2013,1,5,1101,1055,6,"周六","延误0-1小时内"
